PS1_mean,EPS1_max,FS1_std,TS1_mean,CP_max,SE_mean,CoolerCondition
102.48357076505616,5541.304432936023,2.243652618522497,36.131558238370935,11.020908557821736,79.10910156332862,20
99.30867849414408,4942.72886248181,2.5359649326058986,40.17534844211695,10.615552411643563,87.16425201259987,20
103.23844269050346,5215.927382644454,1.560358608794006,42.73786096762132,12.595961537975874,90.5537658620732,3
107.61514928204012,4612.018112638651,2.17429755993049,41.26515079900929,12.76212001391751,88.77592486901972,20
98.82923312638331,4713.069086954597,1.9374127858084178,39.82103706402342,12.480203526240597,90.42238762428644,20
98.8293152152541,5141.721883364114,2.423441051942457,34.895002425137754,9.583124070914684,83.9405523440088,3
107.89606407753696,5445.234808560789,1.9423878837239013,37.57082549269815,10.95973849813984,82.66690515912177,3
103.83717364576455,5106.684004635698,1.8075285557949594,40.563401014127564,11.964373451656826,81.315493238841,3
97.65262807032524,4906.082590843053,2.270454259280495,37.63847779003901,12.584661833556513,84.72051766693203,3
102.71280021792982,4999.787421627007,2.438084583595616,40.6100783799963,12.920768835122985,84.6070460201559,100
97.68291153593769,4624.877679809085,1.6658274025765991,42.045230226445426,12.173104226738449,86.03338814269559,20
97.67135123214871,5181.35459790661,1.969462164323812,42.8875086574003,12.396940567845883,84.35351271482246,100
101.20981135783018,5264.699918697022,1.4707796831791735,36.32146192656195,12.101838550033325,84.33186135136614,3
90.43359877671101,4864.372900150076,0.7509694912535303,46.58993816493686,12.82274324906218,81.11652973513928,3
91.37541083743484,4858.9873556721495,2.1002298157068644,42.30243803366239,12.375438781789093,89.70809506775745,3
97.18856235379513,5079.763468895615,2.304452678127316,39.99485753899281,12.078885192056745,85.38259031121855,3
94.93584439832789,4868.984079187821,2.1310334045433628,43.268609749229924,11.677957441035144,84.12778032857359,3
101.57123666297637,4980.1602156122535,1.0252191411228164,47.09622331599992,12.097549710050977,81.26285373375397,20
95.45987962239394,5629.9165367499545,1.8245752849617627,35.683839696829395,12.58150965460713,78.34043444804458,100
92.93848149332354,4925.892289776201,0.8908261199744594,39.32421207252594,12.320970466677673,91.53982096274672,100
107.32824384460777,4892.497954393633,2.6848505538270926,32.864705020380015,12.456991702014305,87.77319354065904,20
98.87111849756732,4805.737458309452,1.456972708940957,40.57795459794407,13.611266233621423,76.88041078715017,20
100.33764102343962,5223.257591449981,2.627701804729948,41.09618272577542,12.318196707295904,88.81571150354829,20
92.87625906893271,4945.632748034569,2.472934821842073,39.88251365367172,11.221201775432212,89.61240585116555,100
97.27808637737408,4805.1880885035725,1.549704823731969,38.03639928700507,13.060328143193003,85.62188061150465,100
100.55461294854933,5396.391209681904,1.4336075243661275,33.85145645143503,10.3605619947973,92.9905544787588,3
94.24503211288848,5425.880901354091,2.175185108193169,41.12060105023531,10.702303943112856,86.08359821061441,100
101.87849009172837,4819.872930278389,1.5778379814084644,44.36630345174598,12.403016717664084,77.91588236025405,100
96.99680655040598,4440.038014591815,2.051242321079104,38.2269446327997,12.619676001343894,86.8258450052416,20
